Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PolicyCreation,Chrome 73.0.3683.86,,2019-04-11 18:40:12,2019-04-11 18:42:01,1m - 48.924s,FAILED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 73.0.3683.86,,2019-04-11 18:40:32,2019-04-11 18:40:45,12.845s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-11 18:40:33,2019-04-11 18:40:33,0.006s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 73.0.3683.86,,2019-04-11 18:40:33,2019-04-11 18:40:33,0.003s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), ""dDasTester"")",Chrome 73.0.3683.86,,2019-04-11 18:40:33,2019-04-11 18:40:34,0.921s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), ""Czybm6R*"")",Chrome 73.0.3683.86,,2019-04-11 18:40:34,2019-04-11 18:40:34,0.160s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-11 18:40:34,2019-04-11 18:40:38,4.020s,PASSED
maximizeWindow(),Chrome 73.0.3683.86,,2019-04-11 18:40:38,2019-04-11 18:40:38,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 73.0.3683.86,,2019-04-11 18:40:38,2019-04-11 18:40:45,7.397s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 73.0.3683.86,,2019-04-11 18:40:45,2019-04-11 18:40:45,0.001s,NOT_RUN
log.logInfo(“Dipak”),Chrome 73.0.3683.86,,2019-04-11 18:40:45,2019-04-11 18:40:45,0.001s,NOT_RUN
,,,,,,
Test Cases/TC04-AccountMatching-MGA,Chrome 73.0.3683.86,This is Account Matching OF MGA,2019-04-11 18:40:45,2019-04-11 18:41:48,1m - 2.967s,FAILED
delay(3),Chrome 73.0.3683.86,,2019-04-11 18:40:46,2019-04-11 18:40:49,3.006s,PASSED
"scrollToElement(findTestObject(""TC04-AccountMatching-MGA/AccountManagement""), 5)",Chrome 73.0.3683.86,,2019-04-11 18:40:49,2019-04-11 18:40:49,0.078s,PASSED
