Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PolicyCreation,Chrome 73.0.3683.86,,2019-04-10 18:55:46,2019-04-10 18:57:12,1m - 26.402s,PASSED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 73.0.3683.86,,2019-04-10 18:56:21,2019-04-10 18:56:33,11.295s,PASSED
"openBrowser("""")",Chrome 73.0.3683.86,,2019-04-10 18:56:22,2019-04-10 18:56:22,0.001s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 73.0.3683.86,,2019-04-10 18:56:22,2019-04-10 18:56:22,0.001s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), ""dDasTester"")",Chrome 73.0.3683.86,,2019-04-10 18:56:22,2019-04-10 18:56:22,0.455s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), ""Czybm6R*"")",Chrome 73.0.3683.86,,2019-04-10 18:56:22,2019-04-10 18:56:22,0.159s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-10 18:56:22,2019-04-10 18:56:26,4.020s,PASSED
maximizeWindow(),Chrome 73.0.3683.86,,2019-04-10 18:56:26,2019-04-10 18:56:26,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 73.0.3683.86,,2019-04-10 18:56:26,2019-04-10 18:56:33,6.289s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 73.0.3683.86,,2019-04-10 18:56:33,2019-04-10 18:56:33,0.001s,NOT_RUN
log.logInfo(“Dipak”),Chrome 73.0.3683.86,,2019-04-10 18:56:33,2019-04-10 18:56:33,0.001s,NOT_RUN
,,,,,,
Test Cases/TC06-Document,Chrome 73.0.3683.86,,2019-04-10 18:56:33,2019-04-10 18:57:12,38.973s,PASSED
delay(5),Chrome 73.0.3683.86,,2019-04-10 18:56:33,2019-04-10 18:56:38,5.006s,PASSED
"click(findTestObject(""TC03-MTA/PolicyRecord""))",Chrome 73.0.3683.86,,2019-04-10 18:56:38,2019-04-10 18:56:39,1.061s,PASSED
"setText(findTestObject(""TC03-MTA/SearchFields""), Doc_PolicyNo)",Chrome 73.0.3683.86,,2019-04-10 18:56:39,2019-04-10 18:56:40,0.971s,PASSED
"sendKeys(findTestObject(""TC03-MTA/SearchFields""), Keys.chord(ENTER))",Chrome 73.0.3683.86,,2019-04-10 18:56:40,2019-04-10 18:56:40,0.057s,PASSED
delay(6),Chrome 73.0.3683.86,,2019-04-10 18:56:40,2019-04-10 18:56:46,6.004s,PASSED
"click(findTestObject(""TC03-MTA/ClickEdit""))",Chrome 73.0.3683.86,,2019-04-10 18:56:46,2019-04-10 18:56:47,1.379s,PASSED
delay(4),Chrome 73.0.3683.86,,2019-04-10 18:56:47,2019-04-10 18:56:51,4.003s,PASSED
"click(findTestObject(""TC06-Document/Documents""))",Chrome 73.0.3683.86,,2019-04-10 18:56:51,2019-04-10 18:56:53,1.373s,PASSED
waitForJQueryLoad(5),Chrome 73.0.3683.86,,2019-04-10 18:56:53,2019-04-10 18:56:55,2.039s,PASSED
"click(findTestObject(""TC06-Document/ADDDocument""))",Chrome 73.0.3683.86,,2019-04-10 18:56:55,2019-04-10 18:56:55,0.479s,PASSED
delay(4),Chrome 73.0.3683.86,,2019-04-10 18:56:55,2019-04-10 18:56:59,4.003s,PASSED
"setText(findTestObject(""TC06-Document/DocumentName""), ""Automation Testing Document Upload"")",Chrome 73.0.3683.86,,2019-04-10 18:56:59,2019-04-10 18:57:00,0.198s,PASSED
"click(findTestObject(""TC06-Document/DocumentPath""))",Chrome 73.0.3683.86,,2019-04-10 18:57:00,2019-04-10 18:57:00,0.072s,PASSED
"uploadFile(findTestObject(""TC06-Document/DocumentPath""), ""C:\Users\dipak\Documents\Testing Doc\VAT_Teting_DocVer.pdf"")",Chrome 73.0.3683.86,,2019-04-10 18:57:00,2019-04-10 18:57:00,0.062s,PASSED
delay(5),Chrome 73.0.3683.86,,2019-04-10 18:57:00,2019-04-10 18:57:05,5.003s,PASSED
"selectOptionByLabel(findTestObject(""TC06-Document/Type""), ""Letters"", false)",Chrome 73.0.3683.86,,2019-04-10 18:57:05,2019-04-10 18:57:05,0.136s,PASSED
"click(findTestObject(""TC06-Document/Upload""))",Chrome 73.0.3683.86,,2019-04-10 18:57:05,2019-04-10 18:57:07,1.874s,PASSED
delay(5),Chrome 73.0.3683.86,,2019-04-10 18:57:07,2019-04-10 18:57:12,5.002s,PASSED
